Experiment,Model,Simulator,Quant,MemConfig,BatchSize,TPS,Prefill_TPS,Cold_Load_s,Read_Op_Pct,Write_Op_Pct,Write_Util_Pct,Write_Stall_Time_s,Write_Stall_Pct,Write_Stall_Count,Write_Stall_Freq_Pct,Per_Token_Stall_Min_Pct,Per_Token_Stall_Max_Pct,Per_Token_Stall_Mean_Pct,Token_Time_s,Stall_Pct_of_Token
BatchSweepAllQuants,72,CXLAimPod,int8,16H+32C,64,9.197203,9.045,0.0,99.9972,0.0028,0.0,0.000429,0.0062,0.0,0.0,0.0062,0.0062,0.0062,0.0,0.0
BatchSweepAllQuants,72,SemSched,int8,16H+32C,64,21.666726,8.95,0.0,99.9998,0.0002,0.0145,0.000279,0.0094,832.0,0.0,0.009425,0.009445,0.009435,0.0,0.0
BatchSweepAllQuants,72,FlexGen,int8,16H+32C,128,9.910177,4.526,0.0,99.9998,0.0002,0.0,0.000562,0.0044,80.0,0.0,0.0044,0.0044,0.0044,0.0,0.0
BatchSweepAllQuants,72,LIA,int8,16H+32C,128,12.966804,4.517,0.0,99.9998,0.0002,0.0,0.000562,0.0057,0.0,0.0,0.0057,0.0057,0.0057,0.0,0.0
BatchSweepAllQuants,72,LLMFlash,int8,16H+32C,128,27.7876,0.1,0.0,99.969,0.031,0.0,0.000733,0.0159,0.0,0.0,0.0159,0.0159,0.0159,0.0,0.0
BatchSweepAllQuants,72,CXLAimPod,int8,16H+32C,128,18.049706,4.526,0.0,99.9945,0.0055,0.0,0.000817,0.0115,0.0,0.0,0.0115,0.0115,0.0115,0.0,0.0
BatchSweepAllQuants,72,SemSched,int8,16H+32C,128,40.425375,4.59,0.0,99.9998,0.0002,0.0258,0.000531,0.0168,832.0,0.0,0.016742,0.016807,0.016774375,0.0,0.0
BatchSweepAllQuants,72,FlexGen,int8,16H+32C,256,19.381303,2.264,0.0,99.9998,0.0002,0.0,0.001124,0.0085,80.0,0.0,0.0085,0.0085,0.0085,0.0,0.0
BatchSweepAllQuants,72,LIA,int8,16H+32C,256,25.933607,2.261,0.0,99.9998,0.0002,0.0,0.001124,0.0114,0.0,0.0,0.0114,0.0114,0.0114,0.0,0.0
BatchSweepAllQuants,72,LLMFlash,int8,16H+32C,256,51.4305,0.1,0.0,99.938,0.062,0.0,0.001465,0.0294,0.0,0.0,0.0294,0.0295,0.0294375,0.0,0.0
BatchSweepAllQuants,72,CXLAimPod,int8,16H+32C,256,34.795144,2.264,0.0,99.9889,0.0111,0.0,0.001634,0.0222,0.0,0.0,0.0222,0.0222,0.0222,0.0,0.0
BatchSweepAllQuants,72,SemSched,int8,16H+32C,256,71.282296,2.33,0.0,99.9998,0.0002,0.0455,0.001062,0.0296,832.0,0.0,0.029478,0.02968,0.029578375,0.0,0.0
BatchSweepAllQuants,72,FlexGen,int4,16H+32C,1,0.207347,106.187,0.0,99.9998,0.0002,0.0,1.8e-05,0.0004,80.0,0.0,0.0004,0.0004,0.0004,0.0,0.0
BatchSweepAllQuants,72,LIA,int4,16H+32C,1,0.473525,242.445,0.0,99.9998,0.0002,0.0,1.8e-05,0.0009,0.0,0.0,0.0009,0.0009,0.0009,0.0,0.0
BatchSweepAllQuants,72,LLMFlash,int4,16H+32C,1,1.5157,0.3,0.0,99.9996,0.0004,0.0,3e-06,0.0005,0.0,0.0,0.0005,0.0005,0.0005,0.0,0.0
BatchSweepAllQuants,72,CXLAimPod,int4,16H+32C,1,0.788862,404.452,0.0,100.0,0.0,0.0,4.3e-05,0.0034,0.0,0.0,0.0034,0.0034,0.0034,0.0,0.0
BatchSweepAllQuants,72,SemSched,int4,16H+32C,1,1.01792,228.03,0.0,99.9998,0.0002,0.0044,4.3e-05,0.0044,1280.0,0.0,0.004421,0.004422,0.0044210625,0.0,0.0
BatchSweepAllQuants,72,FlexGen,int4,16H+32C,4,0.828799,86.685,0.0,99.9998,0.0002,0.0,2.5e-05,0.0005,80.0,0.0,0.0005,0.0005,0.0005,0.0,0.0
BatchSweepAllQuants,72,LIA,int4,16H+32C,4,1.894099,126.888,0.0,99.9998,0.0002,0.0,2.5e-05,0.0012,0.0,0.0,0.0012,0.0012,0.0012,0.0,0.0
BatchSweepAllQuants,72,LLMFlash,int4,16H+32C,4,4.0356,0.3,0.0,99.9989,0.0011,0.0,1.2e-05,0.0012,0.0,0.0,0.0012,0.0012,0.0012,0.0,0.0
BatchSweepAllQuants,72,CXLAimPod,int4,16H+32C,4,3.143099,143.269,0.0,99.9998,0.0002,0.0,5.3e-05,0.0041,0.0,0.0,0.0041,0.0041,0.0041,0.0,0.0
BatchSweepAllQuants,72,SemSched,int4,16H+32C,4,3.140322,106.96,0.0,99.9998,0.0002,0.0041,5.3e-05,0.0041,1280.0,0.0,0.004124,0.004125,0.0041245,0.0,0.0
BatchSweepAllQuants,72,FlexGen,int4,16H+32C,8,1.65603,69.116,0.0,99.9998,0.0002,0.0,3.3e-05,0.0007,80.0,0.0,0.0007,0.0007,0.0007,0.0,0.0
BatchSweepAllQuants,72,LIA,int4,16H+32C,8,3.788198,70.536,0.0,99.9998,0.0002,0.0,3.3e-05,0.0016,0.0,0.0,0.0016,0.0016,0.0016,0.0,0.0
BatchSweepAllQuants,72,LLMFlash,int4,16H+32C,8,7.5981,0.3,0.0,99.9979,0.0021,0.0,2.5e-05,0.0023,0.0,0.0,0.0023,0.0023,0.0023,0.0,0.0
BatchSweepAllQuants,72,CXLAimPod,int4,16H+32C,8,6.25357,72.048,0.0,99.9997,0.0003,0.0,6.5e-05,0.0051,0.0,0.0,0.0051,0.0051,0.0051,0.0,0.0
BatchSweepAllQuants,72,SemSched,int4,16H+32C,8,6.248072,62.63,0.0,99.9998,0.0002,0.0051,6.5e-05,0.0051,1280.0,0.0,0.00505,0.005052,0.005051,0.0,0.0
BatchSweepAllQuants,72,FlexGen,int4,16H+32C,16,3.305805,36.147,0.0,99.9998,0.0002,0.0,5e-05,0.001,80.0,0.0,0.001,0.001,0.001,0.0,0.0
BatchSweepAllQuants,72,LIA,int4,16H+32C,16,7.576397,35.846,0.0,99.9998,0.0002,0.0,5e-05,0.0024,0.0,0.0,0.0024,0.0024,0.0024,0.0,0.0
BatchSweepAllQuants,72,LLMFlash,int4,16H+32C,16,14.958,0.3,0.0,99.9957,0.0043,0.0,4.9e-05,0.0046,0.0,0.0,0.0046,0.0046,0.0046,0.0,0.0
BatchSweepAllQuants,72,CXLAimPod,int4,16H+32C,16,12.378635,36.128,0.0,99.9993,0.0007,0.0,8.9e-05,0.0069,0.0,0.0,0.0069,0.0069,0.0069,0.0,0.0
BatchSweepAllQuants,72,SemSched,int4,16H+32C,16,12.367864,34.24,0.0,99.9998,0.0002,0.0069,8.9e-05,0.0069,1280.0,0.0,0.006873,0.006878,0.0068754375000000005,0.0,0.0
BatchSweepAllQuants,72,FlexGen,int4,16H+32C,32,6.586726,18.095,0.0,99.9998,0.0002,0.0,8.4e-05,0.0017,80.0,0.0,0.0017,0.0017,0.0017,0.0,0.0
BatchSweepAllQuants,72,LIA,int4,16H+32C,32,15.152794,18.019,0.0,99.9998,0.0002,0.0,8.4e-05,0.004,0.0,0.0,0.004,0.004,0.004,0.0,0.0
BatchSweepAllQuants,72,LLMFlash,int4,16H+32C,32,29.2799,0.3,0.0,99.9915,0.0085,0.0,9.8e-05,0.009,0.0,0.0,0.009,0.009,0.009,0.0,0.0
BatchSweepAllQuants,72,CXLAimPod,int4,16H+32C,32,24.258451,18.09,0.0,99.9986,0.0014,0.0,0.000137,0.0104,0.0,0.0,0.0104,0.0104,0.0104,0.0,0.0
BatchSweepAllQuants,72,SemSched,int4,16H+32C,32,24.237769,17.96,0.0,99.9998,0.0002,0.0104,0.000137,0.0104,1280.0,0.0,0.010408,0.01042,0.010414,0.0,0.0
BatchSweepAllQuants,72,FlexGen,int4,16H+32C,64,13.075029,9.053,0.0,99.9998,0.0002,0.0,0.000153,0.0031,80.0,0.0,0.0031,0.0031,0.0031,0.0,0.0
BatchSweepAllQuants,72,LIA,int4,16H+32C,64,30.305588,9.034,0.0,99.9998,0.0002,0.0,0.000153,0.0072,0.0,0.0,0.0072,0.0072,0.0072,0.0,0.0
BatchSweepAllQuants,72,LLMFlash,int4,16H+32C,64,56.1744,0.3,0.0,99.983,0.017,0.0,0.000196,0.0172,0.0,0.0,0.0172,0.0172,0.0172,0.0,0.0
BatchSweepAllQuants,72,CXLAimPod,int4,16H+32C,64,46.637564,9.052,0.0,99.9972,0.0028,0.0,0.000235,0.0171,0.0,0.0,0.0171,0.0171,0.0171,0.0,0.0
BatchSweepAllQuants,72,SemSched,int4,16H+32C,64,46.59934,9.21,0.0,99.9998,0.0002,0.0171,0.000235,0.0171,1280.0,0.0,0.017061,0.017099,0.0170801875,0.0,0.0
BatchSweepAllQuants,72,FlexGen,int4,16H+32C,128,25.76506,4.528,0.0,99.9998,0.0002,0.0,0.000289,0.0058,80.0,0.0,0.0058,0.0058,0.0058,0.0,0.0
BatchSweepAllQuants,72,LIA,int4,16H+32C,128,60.611176,4.523,0.0,99.9998,0.0002,0.0,0.000289,0.0137,0.0,0.0,0.0137,0.0137,0.0137,0.0,0.0
BatchSweepAllQuants,72,LLMFlash,int4,16H+32C,128,103.8854,0.3,0.0,99.9659,0.0341,0.0,0.000392,0.0318,0.0,0.0,0.0318,0.0319,0.03183125,0.0,0.0
BatchSweepAllQuants,72,CXLAimPod,int4,16H+32C,128,86.56853,4.527,0.0,99.9945,0.0055,0.0,0.000429,0.029,0.0,0.0,0.0289,0.0291,0.028993750000000002,0.0,0.0
BatchSweepAllQuants,72,SemSched,int4,16H+32C,128,86.502677,4.66,0.0,99.9998,0.0002,0.029,0.000429,0.029,1280.0,0.0,0.028916,0.029036,0.028976000000000002,0.0,0.0
BatchSweepAllQuants,72,FlexGen,int4,16H+32C,256,50.056201,2.264,0.0,99.9998,0.0002,0.0,0.000562,0.011,80.0,0.0,0.011,0.011,0.011,0.0,0.0
BatchSweepAllQuants,72,LIA,int4,16H+32C,256,121.222352,2.263,0.0,99.9998,0.0002,0.0,0.000562,0.0266,0.0,0.0,0.0266,0.0266,0.0266,0.0,0.0
BatchSweepAllQuants,72,LLMFlash,int4,16H+32C,256,180.5662,0.3,0.0,99.9319,0.0681,0.0,0.000784,0.0553,0.0,0.0,0.0551,0.0555,0.0553125,0.0,0.0
BatchSweepAllQuants,72,CXLAimPod,int4,16H+32C,256,151.369721,2.264,0.0,99.9889,0.0111,0.0,0.000817,0.0483,0.0,0.0,0.0481,0.0485,0.04831875,0.0,0.0
BatchSweepAllQuants,72,SemSched,int4,16H+32C,256,151.26904,2.35,0.0,99.9998,0.0002,0.0483,0.000817,0.0483,1280.0,0.0,0.048109,0.048459,0.0482835,0.0,0.0
